table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,en,Aiseau,,,Aiseau
stops,stop_name,nl,Farciennes,,,Farciennes
stops,stop_name,de,Farciennes,,,Farciennes
stops,stop_name,en,Farciennes,,,Farciennes
stops,stop_name,nl,Le Campinaire,,,Le Campinaire
stops,stop_name,de,Le Campinaire,,,Le Campinaire
stops,stop_name,en,Le Campinaire,,,Le Campinaire
stops,stop_name,nl,Couillet,,,Couillet
stops,stop_name,de,Couillet,,,Couillet
stops,stop_name,en,Couillet,,,Couillet
stops,stop_name,nl,Châtelet,,,Châtelet
trips,trip_headsign,nl,Châtelet,,,Châtelet
stops,stop_name,de,Châtelet,,,Châtelet
trips,trip_headsign,de,Châtelet,,,Châtelet
stops,stop_name,en,Châtelet,,,Châtelet
trips,trip_headsign,en,Châtelet,,,Châtelet
stops,stop_name,nl,Ham-sur-Heure,,,Ham-sur-Heure
stops,stop_name,de,Ham-sur-Heure,,,Ham-sur-Heure
stops,stop_name,en,Ham-sur-Heure,,,Ham-sur-Heure
stops,stop_name,nl,Cour-sur-Heure,,,Cour-sur-Heure
stops,stop_name,de,Cour-sur-Heure,,,Cour-sur-Heure
stops,stop_name,en,Cour-sur-Heure,,,Cour-sur-Heure
stops,stop_name,nl,Berzée,,,Berzée
stops,stop_name,de,Berzée,,,Berzée
stops,stop_name,en,Berzée,,,Berzée
stops,stop_name,nl,Pry,,,Pry
stops,stop_name,de,Pry,,,Pry
stops,stop_name,en,Pry,,,Pry
stops,stop_name,nl,Yves-Gomezée,,,Yves-Gomezée
stops,stop_name,de,Yves-Gomezée,,,Yves-Gomezée
stops,stop_name,en,Yves-Gomezée,,,Yves-Gomezée
stops,stop_name,nl,Philippeville,,,Philippeville
stops,stop_name,de,Philippeville,,,Philippeville
stops,stop_name,en,Philippeville,,,Philippeville
stops,stop_name,nl,Walcourt,,,Walcourt
trips,trip_headsign,nl,Walcourt,,,Walcourt
stops,stop_name,de,Walcourt,,,Walcourt
trips,trip_headsign,de,Walcourt,,,Walcourt
stops,stop_name,en,Walcourt,,,Walcourt
trips,trip_headsign,en,Walcourt,,,Walcourt
stops,stop_name,nl,Faux,,,Faux
stops,stop_name,de,Faux,,,Faux
stops,stop_name,en,Faux,,,Faux
stops,stop_name,nl,La Roche (brabant),,,La Roche (brabant)
stops,stop_name,de,La Roche(Brabant),,,La Roche (brabant)
stops,stop_name,en,La Roche(Brabant),,,La Roche (brabant)
stops,stop_name,nl,Villers-la-Ville,,,Villers-la-Ville
stops,stop_name,de,Villers-la-Ville,,,Villers-la-Ville
stops,stop_name,en,Villers-la-Ville,,,Villers-la-Ville
stops,stop_name,nl,Tilly,,,Tilly
trips,trip_headsign,nl,Tilly,,,Tilly
stops,stop_name,de,Tilly,,,Tilly
trips,trip_headsign,de,Tilly,,,Tilly
stops,stop_name,en,Tilly,,,Tilly
trips,trip_headsign,en,Tilly,,,Tilly
stops,stop_name,nl,Ligny,,,Ligny
stops,stop_name,de,Ligny,,,Ligny
stops,stop_name,en,Ligny,,,Ligny
stops,stop_name,nl,Fleurus,,,Fleurus
trips,trip_headsign,nl,Fleurus,,,Fleurus
stops,stop_name,de,Fleurus,,,Fleurus
trips,trip_headsign,de,Fleurus,,,Fleurus
stops,stop_name,en,Fleurus,,,Fleurus
trips,trip_headsign,en,Fleurus,,,Fleurus
stops,stop_name,nl,Lodelinsart,,,Lodelinsart
stops,stop_name,de,Lodelinsart,,,Lodelinsart
stops,stop_name,en,Lodelinsart,,,Lodelinsart
stops,stop_name,nl,Charleroi-West,,,Charleroi-Ouest
stops,stop_name,de,Charleroi-West / Charleroi-Ouest,,,Charleroi-Ouest
stops,stop_name,en,Charleroi-Ouest / Charleroi-West,,,Charleroi-Ouest
stops,stop_name,nl,Charleroi-Centraal,,,Charleroi-Central
trips,trip_headsign,nl,Charleroi-Centraal,,,Charleroi-Central
stops,stop_name,de,Charleroi-Central,,,Charleroi-Central
trips,trip_headsign,de,Charleroi-Central,,,Charleroi-Central
stops,stop_name,en,Charleroi-Central,,,Charleroi-Central
trips,trip_headsign,en,Charleroi-Central,,,Charleroi-Central
stops,stop_name,nl,Marchienne-Zone,,,Marchienne-Zone
stops,stop_name,de,Marchienne-Zone,,,Marchienne-Zone
stops,stop_name,en,Marchienne-Zone,,,Marchienne-Zone
stops,stop_name,nl,Landelies,,,Landelies
stops,stop_name,de,Landelies,,,Landelies
stops,stop_name,en,Landelies,,,Landelies
stops,stop_name,nl,Hourpes,,,Hourpes
stops,stop_name,de,Hourpes,,,Hourpes
stops,stop_name,en,Hourpes,,,Hourpes
stops,stop_name,nl,Thuin,,,Thuin
stops,stop_name,de,Thuin,,,Thuin
stops,stop_name,en,Thuin,,,Thuin
stops,stop_name,nl,Lobbes,,,Lobbes
stops,stop_name,de,Lobbes,,,Lobbes
stops,stop_name,en,Lobbes,,,Lobbes
stops,stop_name,nl,Fontaine Valmont,,,Fontaine Valmont
stops,stop_name,de,Fontaine-Valmont,,,Fontaine Valmont
stops,stop_name,en,Fontaine-Valmont,,,Fontaine Valmont
stops,stop_name,nl,Labuissière,,,Labuissière
stops,stop_name,de,Labuissière,,,Labuissière
stops,stop_name,en,Labuissière,,,Labuissière
stops,stop_name,nl,Solre-sur-Sambre,,,Solre-sur-Sambre
stops,stop_name,de,Solre-sur-Sambre,,,Solre-sur-Sambre
stops,stop_name,en,Solre-sur-Sambre,,,Solre-sur-Sambre
stops,stop_name,nl,Erquelinnes-Dorp,,,Erquelinnes-Village
stops,stop_name,de,Erquelinnes-Dorp / Erquelinnes-Village,,,Erquelinnes-Village
stops,stop_name,en,Erquelinnes-Village / Erquelinnes-Dorp,,,Erquelinnes-Village
stops,stop_name,nl,Erquelinnes,,,Erquelinnes
trips,trip_headsign,nl,Erquelinnes,,,Erquelinnes
stops,stop_name,de,Erquelinnes,,,Erquelinnes
trips,trip_headsign,de,Erquelinnes,,,Erquelinnes
stops,stop_name,en,Erquelinnes,,,Erquelinnes
trips,trip_headsign,en,Erquelinnes,,,Erquelinnes
stops,stop_name,nl,Forchies,,,Forchies
stops,stop_name,de,Forchies,,,Forchies
stops,stop_name,en,Forchies,,,Forchies
stops,stop_name,nl,Piéton,,,Piéton
stops,stop_name,de,Piéton,,,Piéton
stops,stop_name,en,Piéton,,,Piéton
stops,stop_name,nl,Godarville,,,Godarville
stops,stop_name,de,Godarville,,,Godarville
stops,stop_name,en,Godarville,,,Godarville
stops,stop_name,nl,Gouy-lez-Piéton,,,Gouy-lez-Piéton
stops,stop_name,de,Gouy-lez-Piéton,,,Gouy-lez-Piéton
stops,stop_name,en,Gouy-lez-Piéton,,,Gouy-lez-Piéton
stops,stop_name,nl,Pont-à-Celles,,,Pont-à-Celles
stops,stop_name,de,Pont-à-Celles,,,Pont-à-Celles
stops,stop_name,en,Pont-à-Celles,,,Pont-à-Celles
stops,stop_name,nl,Obaix-Buzet,,,Obaix-Buzet
stops,stop_name,de,Obaix-Buzet,,,Obaix-Buzet
stops,stop_name,en,Obaix-Buzet,,,Obaix-Buzet
stops,stop_name,nl,Luttre,,,Luttre
trips,trip_headsign,nl,Luttre,,,Luttre
stops,stop_name,de,Luttre,,,Luttre
trips,trip_headsign,de,Luttre,,,Luttre
stops,stop_name,en,Luttre,,,Luttre
trips,trip_headsign,en,Luttre,,,Luttre
stops,stop_name,nl,Courcelles-Motte,,,Courcelles-Motte
stops,stop_name,de,Courcelles-Motte,,,Courcelles-Motte
stops,stop_name,en,Courcelles-Motte,,,Courcelles-Motte
stops,stop_name,nl,Roux,,,Roux
stops,stop_name,de,Roux,,,Roux
stops,stop_name,en,Roux,,,Roux
stops,stop_name,nl,Beignée,,,Beignée
stops,stop_name,de,Beignée,,,Beignée
stops,stop_name,en,Beignée,,,Beignée
stops,stop_name,nl,Jamioulx,,,Jamioulx
stops,stop_name,de,Jamioulx,,,Jamioulx
stops,stop_name,en,Jamioulx,,,Jamioulx
stops,stop_name,nl,Marchienne-au-Pont,,,Marchienne-au-Pont
stops,stop_name,de,Marchienne-au-Pont,,,Marchienne-au-Pont
stops,stop_name,en,Marchienne-au-Pont,,,Marchienne-au-Pont
stops,stop_name,nl,Sterpenich-Frontière,,,Sterpenich-Frontière
stops,stop_name,de,Sterpenich-Frontière,,,Sterpenich-Frontière
stops,stop_name,en,Sterpenich-Frontière,,,Sterpenich-Frontière
stops,stop_name,nl,Athus-Frontière,,,Athus-Frontière
stops,stop_name,de,Athus-Frontière,,,Athus-Frontière
stops,stop_name,en,Athus-Frontière,,,Athus-Frontière
stops,stop_name,nl,Florenville,,,Florenville
stops,stop_name,de,Florenville,,,Florenville
stops,stop_name,en,Florenville,,,Florenville
stops,stop_name,nl,Messancy,,,Messancy
stops,stop_name,de,Messancy,,,Messancy
stops,stop_name,en,Messancy,,,Messancy
stops,stop_name,nl,Aubange,,,Aubange
stops,stop_name,de,Aubange,,,Aubange
stops,stop_name,en,Aubange,,,Aubange
stops,stop_name,nl,Athus,,,Athus
trips,trip_headsign,nl,Athus,,,Athus
stops,stop_name,de,Athus,,,Athus
trips,trip_headsign,de,Athus,,,Athus
stops,stop_name,en,Athus,,,Athus
trips,trip_headsign,en,Athus,,,Athus
stops,stop_name,nl,Halanzy,,,Halanzy
stops,stop_name,de,Halanzy,,,Halanzy
stops,stop_name,en,Halanzy,,,Halanzy
stops,stop_name,nl,Virton,,,Virton
stops,stop_name,de,Virton,,,Virton
stops,stop_name,en,Virton,,,Virton
stops,stop_name,nl,Neufchâteau,,,Neufchâteau
stops,stop_name,de,Neufchâteau,,,Neufchâteau
stops,stop_name,en,Neufchâteau,,,Neufchâteau
stops,stop_name,nl,Marbehan,,,Marbehan
stops,stop_name,de,Marbehan,,,Marbehan
stops,stop_name,en,Marbehan,,,Marbehan
stops,stop_name,nl,Habay,,,Habay
stops,stop_name,de,Habay,,,Habay
stops,stop_name,en,Habay,,,Habay
stops,stop_name,nl,Viville,,,Viville
stops,stop_name,de,Viville,,,Viville
stops,stop_name,en,Viville,,,Viville
stops,stop_name,nl,Aarlen,,,Arlon
trips,trip_headsign,nl,Aarlen,,,Arlon
stops,stop_name,de,Aarlen / Arlon,,,Arlon
trips,trip_headsign,de,Aarlen / Arlon,,,Arlon
stops,stop_name,en,Arlon / Aarlen,,,Arlon
trips,trip_headsign,en,Arlon / Aarlen,,,Arlon
stops,stop_name,nl,Gedinne,,,Gedinne
stops,stop_name,de,Gedinne,,,Gedinne
stops,stop_name,en,Gedinne,,,Gedinne
stops,stop_name,nl,Graide,,,Graide
stops,stop_name,de,Graide,,,Graide
stops,stop_name,en,Graide,,,Graide
stops,stop_name,nl,Carlsbourg,,,Carlsbourg
stops,stop_name,de,Carlsbourg,,,Carlsbourg
stops,stop_name,en,Carlsbourg,,,Carlsbourg
stops,stop_name,nl,Paliseul,,,Paliseul
stops,stop_name,de,Paliseul,,,Paliseul
stops,stop_name,en,Paliseul,,,Paliseul
stops,stop_name,nl,Bertrix,,,Bertrix
trips,trip_headsign,nl,Bertrix,,,Bertrix
stops,stop_name,de,Bertrix,,,Bertrix
trips,trip_headsign,de,Bertrix,,,Bertrix
stops,stop_name,en,Bertrix,,,Bertrix
trips,trip_headsign,en,Bertrix,,,Bertrix
stops,stop_name,nl,Poix-Saint-Hubert,,,Poix-Saint-Hubert
stops,stop_name,de,Poix-Saint-Hubert,,,Poix-Saint-Hubert
stops,stop_name,en,Poix-Saint-Hubert,,,Poix-Saint-Hubert
stops,stop_name,nl,Libramont,,,Libramont
trips,trip_headsign,nl,Libramont,,,Libramont
stops,stop_name,de,Libramont,,,Libramont
trips,trip_headsign,de,Libramont,,,Libramont
stops,stop_name,en,Libramont,,,Libramont
trips,trip_headsign,en,Libramont,,,Libramont
stops,stop_name,nl,Naninne,,,Naninne
stops,stop_name,de,Naninne,,,Naninne
stops,stop_name,en,Naninne,,,Naninne
stops,stop_name,nl,Sart-Bernard,,,Sart-Bernard
stops,stop_name,de,Sart-Bernard,,,Sart-Bernard
stops,stop_name,en,Sart-Bernard,,,Sart-Bernard
stops,stop_name,nl,Courrière,,,Courrière
stops,stop_name,de,Courrière,,,Courrière
stops,stop_name,en,Courrière,,,Courrière
stops,stop_name,nl,Assesse,,,Assesse
stops,stop_name,de,Assesse,,,Assesse
stops,stop_name,en,Assesse,,,Assesse
stops,stop_name,nl,Natoye,,,Natoye
stops,stop_name,de,Natoye,,,Natoye
stops,stop_name,en,Natoye,,,Natoye
stops,stop_name,nl,Haversin,,,Haversin
stops,stop_name,de,Haversin,,,Haversin
stops,stop_name,en,Haversin,,,Haversin
stops,stop_name,nl,Chapois,,,Chapois
stops,stop_name,de,Chapois,,,Chapois
stops,stop_name,en,Chapois,,,Chapois
stops,stop_name,nl,Leignon,,,Leignon
stops,stop_name,de,Leignon,,,Leignon
stops,stop_name,en,Leignon,,,Leignon
stops,stop_name,nl,Ciney,,,Ciney
trips,trip_headsign,nl,Ciney,,,Ciney
stops,stop_name,de,Ciney,,,Ciney
trips,trip_headsign,de,Ciney,,,Ciney
stops,stop_name,en,Ciney,,,Ciney
trips,trip_headsign,en,Ciney,,,Ciney
stops,stop_name,nl,Bomal,,,Bomal
trips,trip_headsign,nl,Bomal,,,Bomal
stops,stop_name,de,Bomal,,,Bomal
trips,trip_headsign,de,Bomal,,,Bomal
stops,stop_name,en,Bomal,,,Bomal
trips,trip_headsign,en,Bomal,,,Bomal
stops,stop_name,nl,Barvaux,,,Barvaux
stops,stop_name,de,Barvaux,,,Barvaux
stops,stop_name,en,Barvaux,,,Barvaux
stops,stop_name,nl,Melreux-Hotton,,,Melreux-Hotton
stops,stop_name,de,Melreux-Hotton,,,Melreux-Hotton
stops,stop_name,en,Melreux-Hotton,,,Melreux-Hotton
stops,stop_name,nl,Marche-en-Famenne,,,Marche-en-Famenne
stops,stop_name,de,Marche-en-Famenne,,,Marche-en-Famenne
stops,stop_name,en,Marche-en-Famenne,,,Marche-en-Famenne
stops,stop_name,nl,Aye,,,Aye
stops,stop_name,de,Aye,,,Aye
stops,stop_name,en,Aye,,,Aye
stops,stop_name,nl,Marloie,,,Marloie
trips,trip_headsign,nl,Marloie,,,Marloie
stops,stop_name,de,Marloie,,,Marloie
trips,trip_headsign,de,Marloie,,,Marloie
stops,stop_name,en,Marloie,,,Marloie
trips,trip_headsign,en,Marloie,,,Marloie
stops,stop_name,nl,Grupont,,,Grupont
stops,stop_name,de,Grupont,,,Grupont
stops,stop_name,en,Grupont,,,Grupont
stops,stop_name,nl,Forrières,,,Forrières
stops,stop_name,de,Forrières,,,Forrières
stops,stop_name,en,Forrières,,,Forrières
stops,stop_name,nl,Rochefort-Jemelle,,,Rochefort-Jemelle
trips,trip_headsign,nl,Rochefort-Jemelle,,,Rochefort-Jemelle
stops,stop_name,de,Rochefort-Jemelle,,,Rochefort-Jemelle
trips,trip_headsign,de,Rochefort-Jemelle,,,Rochefort-Jemelle
stops,stop_name,en,Rochefort-Jemelle,,,Rochefort-Jemelle
trips,trip_headsign,en,Rochefort-Jemelle,,,Rochefort-Jemelle
stops,stop_name,nl,Beauraing,,,Beauraing
stops,stop_name,de,Beauraing,,,Beauraing
stops,stop_name,en,Beauraing,,,Beauraing
stops,stop_name,nl,Houyet,,,Houyet
trips,trip_headsign,nl,Houyet,,,Houyet
stops,stop_name,de,Houyet,,,Houyet
trips,trip_headsign,de,Houyet,,,Houyet
stops,stop_name,en,Houyet,,,Houyet
trips,trip_headsign,en,Houyet,,,Houyet
stops,stop_name,nl,Gendron-Celles,,,Gendron-Celles
trips,trip_headsign,nl,Gendron-Celles,,,Gendron-Celles
stops,stop_name,de,Gendron-Celles,,,Gendron-Celles
trips,trip_headsign,de,Gendron-Celles,,,Gendron-Celles
stops,stop_name,en,Gendron-Celles,,,Gendron-Celles
trips,trip_headsign,en,Gendron-Celles,,,Gendron-Celles
stops,stop_name,nl,Anseremme,,,Anseremme
stops,stop_name,de,Anseremme,,,Anseremme
stops,stop_name,en,Anseremme,,,Anseremme
stops,stop_name,nl,Sclaigneaux,,,Sclaigneaux
stops,stop_name,de,Sclaigneaux,,,Sclaigneaux
stops,stop_name,en,Sclaigneaux,,,Sclaigneaux
stops,stop_name,nl,Dave-Saint-Martin,,,Dave-Saint-Martin
stops,stop_name,de,Dave-Saint-Martin,,,Dave-Saint-Martin
stops,stop_name,en,Dave-Saint-Martin,,,Dave-Saint-Martin
stops,stop_name,nl,Jambes-Oost,,,Jambes-Est
stops,stop_name,de,Jambes-Oost / Jambes-Est,,,Jambes-Est
stops,stop_name,en,Jambes-Est / Jambes-Oost,,,Jambes-Est
stops,stop_name,nl,Chastre,,,Chastre
stops,stop_name,de,Chastre,,,Chastre
stops,stop_name,en,Chastre,,,Chastre
stops,stop_name,nl,Gouvy-Frontière,,,Gouvy-Frontière
stops,stop_name,de,Gouvy-Frontière,,,Gouvy-Frontière
stops,stop_name,en,Gouvy-Frontière,,,Gouvy-Frontière
stops,stop_name,nl,Coo,,,Coo
stops,stop_name,de,Coo,,,Coo
stops,stop_name,en,Coo,,,Coo
stops,stop_name,nl,Vielsalm,,,Vielsalm
stops,stop_name,de,Vielsalm,,,Vielsalm
stops,stop_name,en,Vielsalm,,,Vielsalm
stops,stop_name,nl,Gouvy,,,Gouvy
trips,trip_headsign,nl,Gouvy,,,Gouvy
stops,stop_name,de,Gouvy,,,Gouvy
trips,trip_headsign,de,Gouvy,,,Gouvy
stops,stop_name,en,Gouvy,,,Gouvy
trips,trip_headsign,en,Gouvy,,,Gouvy
stops,stop_name,nl,Hergenrath,,,Hergenrath
stops,stop_name,de,Hergenrath,,,Hergenrath
stops,stop_name,en,Hergenrath,,,Hergenrath
stops,stop_name,nl,Eupen,,,Eupen
trips,trip_headsign,nl,Eupen,,,Eupen
stops,stop_name,de,Eupen,,,Eupen
trips,trip_headsign,de,Eupen,,,Eupen
stops,stop_name,en,Eupen,,,Eupen
trips,trip_headsign,en,Eupen,,,Eupen
stops,stop_name,nl,Dolhain-Gileppe,,,Dolhain-Gileppe
stops,stop_name,de,Dolhain-Gileppe,,,Dolhain-Gileppe
stops,stop_name,en,Dolhain-Gileppe,,,Dolhain-Gileppe
stops,stop_name,nl,Welkenraedt,,,Welkenraedt
trips,trip_headsign,nl,Welkenraedt,,,Welkenraedt
stops,stop_name,de,Welkenraedt,,,Welkenraedt
trips,trip_headsign,de,Welkenraedt,,,Welkenraedt
stops,stop_name,en,Welkenraedt,,,Welkenraedt
trips,trip_headsign,en,Welkenraedt,,,Welkenraedt
stops,stop_name,nl,Spa-Géronstère,,,Spa-Géronstère
trips,trip_headsign,nl,Spa-Géronstère,,,Spa-Géronstère
stops,stop_name,de,Spa-Géronstère,,,Spa-Géronstère
trips,trip_headsign,de,Spa-Géronstère,,,Spa-Géronstère
stops,stop_name,en,Spa-Géronstère,,,Spa-Géronstère
trips,trip_headsign,en,Spa-Géronstère,,,Spa-Géronstère
stops,stop_name,nl,Spa,,,Spa
stops,stop_name,de,Spa,,,Spa
stops,stop_name,en,Spa,,,Spa
stops,stop_name,nl,Franchimont,,,Franchimont
stops,stop_name,de,Franchimont,,,Franchimont
stops,stop_name,en,Franchimont,,,Franchimont
stops,stop_name,nl,Fraipont,,,Fraipont
stops,stop_name,de,Fraipont,,,Fraipont
stops,stop_name,en,Fraipont,,,Fraipont
stops,stop_name,nl,Nessonvaux,,,Nessonvaux
stops,stop_name,de,Nessonvaux,,,Nessonvaux
stops,stop_name,en,Nessonvaux,,,Nessonvaux
stops,stop_name,nl,Bas-Oha,,,Bas-Oha
stops,stop_name,de,Bas-Oha,,,Bas-Oha
stops,stop_name,en,Bas-Oha,,,Bas-Oha
stops,stop_name,nl,Haute-Flône,,,Haute-Flône
stops,stop_name,de,Haute-Flône,,,Haute-Flône
stops,stop_name,en,Haute-Flône,,,Haute-Flône
stops,stop_name,nl,Amay,,,Amay
stops,stop_name,de,Amay,,,Amay
stops,stop_name,en,Amay,,,Amay
stops,stop_name,nl,Ougrée,,,Ougrée
stops,stop_name,de,Ougrée,,,Ougrée
stops,stop_name,en,Ougrée,,,Ougrée
stops,stop_name,nl,Flémalle-Grande,,,Flémalle-Grande
stops,stop_name,de,Flémalle-Grande,,,Flémalle-Grande
stops,stop_name,en,Flémalle-Grande,,,Flémalle-Grande
stops,stop_name,nl,Jemeppe-sur-Meuse,,,Jemeppe-sur-Meuse
stops,stop_name,de,Jemeppe-sur-Meuse,,,Jemeppe-sur-Meuse
stops,stop_name,en,Jemeppe-sur-Meuse,,,Jemeppe-sur-Meuse
stops,stop_name,nl,Pont-de-Seraing,,,Pont-de-Seraing
stops,stop_name,de,Pont-de-Seraing,,,Pont-de-Seraing
stops,stop_name,en,Pont-de-Seraing,,,Pont-de-Seraing
stops,stop_name,nl,Sclessin,,,Sclessin
stops,stop_name,de,Sclessin,,,Sclessin
stops,stop_name,en,Sclessin,,,Sclessin
stops,stop_name,nl,Hamoir,,,Hamoir
stops,stop_name,de,Hamoir,,,Hamoir
stops,stop_name,en,Hamoir,,,Hamoir
stops,stop_name,nl,Comblain-la-Tour,,,Comblain-la-Tour
stops,stop_name,de,Comblain-la-Tour,,,Comblain-la-Tour
stops,stop_name,en,Comblain-la-Tour,,,Comblain-la-Tour
stops,stop_name,nl,Aywaille,,,Aywaille
stops,stop_name,de,Aywaille,,,Aywaille
stops,stop_name,en,Aywaille,,,Aywaille
stops,stop_name,nl,Rivage,,,Rivage
trips,trip_headsign,nl,Rivage,,,Rivage
stops,stop_name,de,Rivage,,,Rivage
trips,trip_headsign,de,Rivage,,,Rivage
stops,stop_name,en,Rivage,,,Rivage
trips,trip_headsign,en,Rivage,,,Rivage
stops,stop_name,nl,Poulseur,,,Poulseur
stops,stop_name,de,Poulseur,,,Poulseur
stops,stop_name,en,Poulseur,,,Poulseur
stops,stop_name,nl,Esneux,,,Esneux
stops,stop_name,de,Esneux,,,Esneux
stops,stop_name,en,Esneux,,,Esneux
stops,stop_name,nl,Hony,,,Hony
stops,stop_name,de,Hony,,,Hony
stops,stop_name,en,Hony,,,Hony
stops,stop_name,nl,Méry,,,Méry
stops,stop_name,de,Méry,,,Méry
stops,stop_name,en,Méry,,,Méry
stops,stop_name,nl,Tilff,,,Tilff
stops,stop_name,de,Tilff,,,Tilff
stops,stop_name,en,Tilff,,,Tilff
stops,stop_name,nl,Chaudfontaine,,,Chaudfontaine
stops,stop_name,de,Chaudfontaine,,,Chaudfontaine
stops,stop_name,en,Chaudfontaine,,,Chaudfontaine
stops,stop_name,nl,Chênée,,,Chênée
stops,stop_name,de,Chênée,,,Chênée
stops,stop_name,en,Chênée,,,Chênée
stops,stop_name,nl,Angleur,,,Angleur
stops,stop_name,de,Angleur,,,Angleur
stops,stop_name,en,Angleur,,,Angleur
stops,stop_name,nl,Glaaien,,,Glons
stops,stop_name,de,Glaaien / Glons,,,Glons
stops,stop_name,en,Glons / Glaaien,,,Glons
stops,stop_name,nl,Liers,,,Liers
trips,trip_headsign,nl,Liers,,,Liers
stops,stop_name,de,Liers,,,Liers
trips,trip_headsign,de,Liers,,,Liers
stops,stop_name,en,Liers,,,Liers
trips,trip_headsign,en,Liers,,,Liers
stops,stop_name,nl,Milmort,,,Milmort
stops,stop_name,de,Milmort,,,Milmort
stops,stop_name,en,Milmort,,,Milmort
stops,stop_name,nl,Herstal,,,Herstal
trips,trip_headsign,nl,Herstal,,,Herstal
stops,stop_name,de,Herstal,,,Herstal
trips,trip_headsign,de,Herstal,,,Herstal
stops,stop_name,en,Herstal,,,Herstal
trips,trip_headsign,en,Herstal,,,Herstal
stops,stop_name,nl,Luik-Carré,,,Liège-Carré
stops,stop_name,de,Luik-Carré / Liège-Carré,,,Liège-Carré
stops,stop_name,en,Liège-Carré / Luik-Carré,,,Liège-Carré
stops,stop_name,nl,Luik-Sint-Lambertus,,,Liège-Saint-Lambert
trips,trip_headsign,nl,Luik-Sint-Lambertus,,,Liège-Saint-Lambert
stops,stop_name,de,Luik-Sint-Lambertus / Liège-Saint-Lambert,,,Liège-Saint-Lambert
trips,trip_headsign,de,Luik-Sint-Lambertus / Liège-Saint-Lambert,,,Liège-Saint-Lambert
stops,stop_name,en,Liège-Saint-Lambert / Luik-Sint-Lambertus,,,Liège-Saint-Lambert
trips,trip_headsign,en,Liège-Saint-Lambert / Luik-Sint-Lambertus,,,Liège-Saint-Lambert
stops,stop_name,nl,Fexhe-le-Haut-Clocher,,,Fexhe-le-Haut-Clocher
stops,stop_name,de,Fexhe-le-Haut-Clocher,,,Fexhe-le-Haut-Clocher
stops,stop_name,en,Fexhe-le-Haut-Clocher,,,Fexhe-le-Haut-Clocher
stops,stop_name,nl,Momalle,,,Momalle
stops,stop_name,de,Momalle,,,Momalle
stops,stop_name,en,Momalle,,,Momalle
stops,stop_name,nl,Remicourt,,,Remicourt
stops,stop_name,de,Remicourt,,,Remicourt
stops,stop_name,en,Remicourt,,,Remicourt
stops,stop_name,nl,Bléret,,,Bléret
stops,stop_name,de,Bléret,,,Bléret
stops,stop_name,en,Bléret,,,Bléret
stops,stop_name,nl,Borgworm,,,Waremme
trips,trip_headsign,nl,Borgworm,,,Waremme
stops,stop_name,de,Borgworm / Waremme,,,Waremme
trips,trip_headsign,de,Borgworm / Waremme,,,Waremme
stops,stop_name,en,Waremme / Borgworm,,,Waremme
trips,trip_headsign,en,Waremme / Borgworm,,,Waremme
stops,stop_name,nl,Voroux,,,Voroux
stops,stop_name,de,Voroux,,,Voroux
stops,stop_name,en,Voroux,,,Voroux
stops,stop_name,nl,Bierset-Awans,,,Bierset-Awans
stops,stop_name,de,Bierset-Awans,,,Bierset-Awans
stops,stop_name,en,Bierset-Awans,,,Bierset-Awans
stops,stop_name,nl,Ans,,,Ans
stops,stop_name,de,Ans,,,Ans
stops,stop_name,en,Ans,,,Ans
stops,stop_name,nl,Luik-Guillemins,,,Liège-Guillemins
trips,trip_headsign,nl,Luik-Guillemins,,,Liège-Guillemins
stops,stop_name,de,Luik-Guillemins / Liège-Guillemins,,,Liège-Guillemins
trips,trip_headsign,de,Luik-Guillemins / Liège-Guillemins,,,Liège-Guillemins
stops,stop_name,en,Liège-Guillemins / Luik-Guillemins,,,Liège-Guillemins
trips,trip_headsign,en,Liège-Guillemins / Luik-Guillemins,,,Liège-Guillemins
stops,stop_name,nl,Neerwinden,,,Neerwinden
stops,stop_name,de,Neerwinden,,,Neerwinden
stops,stop_name,en,Neerwinden,,,Neerwinden
stops,stop_name,nl,Landen,,,Landen
trips,trip_headsign,nl,Landen,,,Landen
stops,stop_name,de,Landen,,,Landen
trips,trip_headsign,de,Landen,,,Landen
stops,stop_name,en,Landen,,,Landen
trips,trip_headsign,en,Landen,,,Landen
stops,stop_name,nl,Ezemaal,,,Ezemaal
stops,stop_name,de,Ezemaal,,,Ezemaal
stops,stop_name,en,Ezemaal,,,Ezemaal
stops,stop_name,nl,Tienen,,,Tirlemont
stops,stop_name,de,Tienen / Tirlemont,,,Tirlemont
stops,stop_name,en,Tirlemont / Tienen,,,Tirlemont
stops,stop_name,nl,Zichem,,,Zichem
stops,stop_name,de,Zichem,,,Zichem
stops,stop_name,en,Zichem,,,Zichem
stops,stop_name,nl,Testelt,,,Testelt
stops,stop_name,de,Testelt,,,Testelt
stops,stop_name,en,Testelt,,,Testelt
stops,stop_name,nl,Langdorp,,,Langdorp
stops,stop_name,de,Langdorp,,,Langdorp
stops,stop_name,en,Langdorp,,,Langdorp
stops,stop_name,nl,Wezemaal,,,Wezemaal
stops,stop_name,de,Wezemaal,,,Wezemaal
stops,stop_name,en,Wezemaal,,,Wezemaal
stops,stop_name,nl,Aarschot,,,Aarschot
trips,trip_headsign,nl,Aarschot,,,Aarschot
stops,stop_name,de,Aarschot,,,Aarschot
